Nazwa,Adres,Adres do mapy,Typ kuchni,Dzielnica,Ceny,Ocena,Opinii,Opis,Godziny,Pieszo Rama9,Pieszo Sukh101,Link
Peppina (Sukhumvit Flagship Branch),"27/1 Soi Sukhumvit 33, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand","27/1 Soi Sukhumvit 33, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",Międzynarodowa,Sukhumvit,$$$$,4.5,2311,"Peppina to jeden z najlepszych lokali w Bangkoku serwujących autentyczną pizzę neapolitańską z pieca opalanego drewnem, która wyróżnia się wyjątkowo miękkim ciastem i najwyższej jakości składnikami. Oprócz flagowej pizzy warto zamówić makarony na bazie pomidorów, ciesząc się tętniącą życiem atmosferą i widokiem na kucharzy pracujących w otwartej kuchni. Ze względu na dużą popularność miejsca, nawet w dni powszednie, zaleca się wcześniejszą rezerwację stolika.","Pon: 11:30 AM – 3:00 PM, 5:00 – 11:00 PM | Wt: 11:30 AM – 3:00 PM, 5:00 – 11:00 PM | Śr: 11:30 AM – 3:00 PM, 5:00 – 11:00 PM | Czw: 11:30 AM – 3:00 PM, 5:00 – 11:00 PM | Pt: 11:30 AM – 3:00 PM, 5:00 – 11:00 PM | Sob: 11:00 AM – 11:00 PM | Ndz: 11:00 AM – 11:00 PM",2.8,7.4,https://www.google.com/maps/search/?api=1&query=27%2F1+Soi+Sukhumvit+33%2C+Khwaeng+Khlong+Toei+Nuea%2C+Watthana%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJQ0cFbPye4jARKjjpGD8_chs
Roast @EmQuartier,"693 ชั้น1, ตึกเฮลิกส์ เอ, Sukhumvit Rd, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand","693 ชั้น1, ตึกเฮลิกส์ เอ, Sukhumvit Rd, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",Międzynarodowa,Sukhumvit,$$$$,4.5,2114,"Roast @EmQuartier to popularne miejsce z kreatywną kuchnią fusion, słynące z doskonałego tiramisu, kurczaka po peruwiańsku oraz darmowego, ciepłego pieczywa serwowanego na start. Goście szczególnie polecają tutejszą kawę, w tym zbalansowaną mrożoną latte, oraz personalizowane naleśniki z wybranymi dodatkami. Mimo lokalizacji w centrum handlowym, restauracja oferuje przytulną atmosferę i bardzo sprawną obsługę, choć w godzinach szczytu bywa w niej dość głośno.",Pon: 10:00 AM – 10:00 PM | Wt: 10:00 AM – 10:00 PM | Śr: 10:00 AM – 10:00 PM | Czw: 10:00 AM – 10:00 PM | Pt: 10:00 AM – 10:00 PM | Sob: 10:00 AM – 10:00 PM | Ndz: 10:00 AM – 10:00 PM,3.8,6.8,https://www.google.com/maps/search/?api=1&query=693+%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%991%2C+%E0%B8%95%E0%B8%B6%E0%B8%81%E0%B9%80%E0%B8%AE%E0%B8%A5%E0%B8%B4%E0%B8%81%E0%B8%AA%E0%B9%8C+%E0%B9%80%E0%B8%AD%2C+Sukhumvit+Rd%2C+Khwaeng+Khlong+Tan+Nuea%2C+Watthana%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJbeWM8wGf4jAR7FjVuQoT7po
Kinnaree by Vanessa WU,"43 Soi Sukhumvit 8, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand","43 Soi Sukhumvit 8, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",Międzynarodowa,Sukhumvit,$$$,4.7,2074,"Kinnaree to elegancka restauracja serwująca nowoczesną kuchnię tajską, która zachwyca artystycznym wystrojem i nienaganną obsługą, idealną na specjalne okazje. Goście szczególnie polecają curry z wędzoną kaczką, labraksa w sosie limonkowym oraz krewetki rzeczne z chrupiącym ryżem, chwaląc przy tym duże porcje i wysoką jakość składników. Miejsce wyróżnia się dbałością o detale, oferując darmowe przystawki powitalne, napoje oczyszczające podniebienie oraz wyjątkowy koktajl Chiang Mai, idealny do dzielenia się.",Pon: 12:00 – 11:00 PM | Wt: 12:00 – 11:00 PM | Śr: 12:00 – 11:00 PM | Czw: 12:00 – 11:00 PM | Pt: 12:00 – 11:00 PM | Sob: 12:00 – 11:00 PM | Ndz: 12:00 – 11:00 PM,3.3,8.5,https://www.google.com/maps/search/?api=1&query=43+Soi+Sukhumvit+8%2C+Khwaeng+Khlong+Toei%2C+Khet+Khlong+Toei%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJxQ8pOeGe4jARKEb-XzwWyNs
Som Tum Khun Kan,"6 Soi Wachiratham Sathit 23, Khwaeng Bang Chak, Khet Phra Khanong, Krung Thep Maha Nakhon 10260, Thailand","6 Soi Wachiratham Sathit 23, Khwaeng Bang Chak, Khet Phra Khanong, Krung Thep Maha Nakhon 10260, Thailand",Międzynarodowa,Phra Khanong,$$$,4.5,2060,"Som Tum Khun Kan to wyróżniona przez Michelin Bib Gourmand restauracja, słynąca z doskonałej grillowanej karkówki w sosie tamaryndowym oraz smażonej ryby wężogłów w aromatycznym sosie ziołowym. W menu warto zwrócić uwagę także na świeże owoce morza, sałatkę z papai i placki kokosowe, serwowane sprawnie w atmosferze sprzyjającej spotkaniom towarzyskim. Ze względu na dużą popularność miejsca, zaleca się wcześniejszą rezerwację stolika.",Pon: 10:00 AM – 9:30 PM | Wt: 10:00 AM – 9:30 PM | Śr: 10:00 AM – 9:30 PM | Czw: 10:00 AM – 9:30 PM | Pt: 10:00 AM – 10:00 PM | Sob: 10:00 AM – 10:00 PM | Ndz: 10:00 AM – 10:00 PM,11.7,1.8,https://www.google.com/maps/search/?api=1&query=6+Soi+Wachiratham+Sathit+23%2C+Khwaeng+Bang+Chak%2C+Khet+Phra+Khanong%2C+Krung+Thep+Maha+Nakhon+10260%2C+Thailand&query_place_id=ChIJ8Vs4siRgHTERYBWoQHbyALI
B. Elbasha Asok Branch (Halal Lebanese & Turkish Restaurant),"25, 4 Soi Sukhumvit 16, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand","25, 4 Soi Sukhumvit 16, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",Międzynarodowa,Sukhumvit,,4.7,2038,"Ta przytulna restauracja serwuje autentyczne dania kuchni bliskowschodniej, spośród których klienci szczególnie polecają soczysty talerz szarmy, kremową zupę z kurczaka oraz libański hummus podawany z puszystym chlebem. Miejsce wyróżnia się obfitymi porcjami, estetycznym sposobem podania potraw oraz niezwykle gościnną obsługą, która chętnie doradza w wyborze specjałów. Dodatkowym atutem są świeże składniki i wyraziste, dopracowane smaki, które zadowolą nawet wymagających smakoszy.",Pon: 9:00 AM – 2:00 AM | Wt: 9:00 AM – 2:00 AM | Śr: 9:00 AM – 2:00 AM | Czw: 9:00 AM – 2:00 AM | Pt: 9:00 AM – 2:00 AM | Sob: 9:00 AM – 2:00 AM | Ndz: 9:00 AM – 2:00 AM,3.1,8.0,https://www.google.com/maps/search/?api=1&query=25%2C+4+Soi+Sukhumvit+16%2C+Khwaeng+Khlong+Toei%2C+Khet+Khlong+Toei%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJ0-I10zOf4jARV8SRMCyRRlw
Gigi Eatery Asoke,"28 Soi Sukhumvit 19, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand","28 Soi Sukhumvit 19, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",Międzynarodowa,Sukhumvit,,4.8,1936,"Gigi Eatery Asoke to stylowe miejsce z „funkowym” wnętrzem, które wyróżnia się wyjątkową gościnnością wobec zwierząt (osobne menu dla pupili) oraz udogodnieniami dla rodzin, takimi jak kącik zabaw dla dzieci. Warto zamówić tu ravioli cytrynowe, pieczonego kalafiora lub chleb do pizzy, a całość dopełnić dopracowanymi koktajlami lub kawą Americano. Lokal zachwyca swobodną atmosferą i niezwykle uważną obsługą, co czyni go idealnym wyborem na rodzinny brunch lub spotkanie z przyjaciółmi.",Pon: 7:00 AM – 12:00 AM | Wt: 7:00 AM – 12:00 AM | Śr: 7:00 AM – 12:00 AM | Czw: 7:00 AM – 12:00 AM | Pt: 7:00 AM – 12:00 AM | Sob: 7:00 AM – 12:00 AM | Ndz: 7:00 AM – 12:00 AM,2.5,8.0,https://www.google.com/maps/search/?api=1&query=28+Soi+Sukhumvit+19%2C+Khwaeng+Khlong+Tan+Nuea%2C+Watthana%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJw5WEJoqf4jARFC4PiDtFCzc
Go Ang Pratunam Hainanese Chicken Rice 2,"17, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand","17, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",Międzynarodowa,Pathum Wan,$$$,4.4,1851,"Ta nagrodzona wyróżnieniem Michelin Bib Gourmand restauracja słynie z wyśmienitego kurczaka po hajnańsku z aromatycznym ryżem i autorskim sosem, a w menu warto sprawdzić także chrupiącego kurczaka, zupę z żeberek oraz fasolkę z czosnkiem. Miejsce wyróżnia się czystością, obecnością klimatyzacji oraz bardzo przystępnymi cenami, oferując szybką i sprawną obsługę mimo dużej popularności. To kultowy punkt w Bangkoku z ponad 60-letnią tradycją, który zapewnia wysoką jakość dań w komfortowych warunkach.",Pon: 9:00 AM – 9:30 PM | Wt: 9:00 AM – 9:30 PM | Śr: 9:00 AM – 9:30 PM | Czw: 9:00 AM – 9:30 PM | Pt: 9:00 AM – 9:30 PM | Sob: 9:00 AM – 9:30 PM | Ndz: 9:00 AM – 9:30 PM,3.8,10.7,https://www.google.com/maps/search/?api=1&query=17%2C+Khwaeng+Lumphini%2C+Pathum+Wan%2C+Krung+Thep+Maha+Nakhon+10330%2C+Thailand&query_place_id=ChIJj_WIE_Kf4jARywEFZ_PhZtE
Oskar Bistro Bangkok,"24 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand","24 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",Międzynarodowa,Sukhumvit,$$$$,4.5,1731,"Oskar Bistro to jedno z najlepszych miejsc na randkę w rejonie Sukhumvit, które łączy wyrafinowaną kuchnię z tętniącą życiem atmosferą i świetną obsługą. Goście szczególnie polecają flagową pizzę „Oskar signature” na cienkim cieście, soczyste steki oraz świeżego tuńczyka z azjatyckim akcentem. Wieczorami lokal zmienia swój charakter – przytulna atmosfera ustępuje miejsca energetycznej zabawie z muzyką, tańcami i szerokim wyborem profesjonalnie przygotowanych drinków.",Pon: 5:00 PM – 1:00 AM | Wt: 5:00 PM – 1:00 AM | Śr: 5:00 PM – 1:00 AM | Czw: 5:00 PM – 1:00 AM | Pt: 5:00 PM – 1:00 AM | Sob: 5:00 PM – 1:00 AM | Ndz: 5:00 PM – 1:00 AM,2.9,8.7,https://www.google.com/maps/search/?api=1&query=24+Soi+Sukhumvit+11%2C+Khwaeng+Khlong+Toei+Nuea%2C+Watthana%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJM-1xG-ae4jAR11Hwj7RSjKY
วัวกิว ก๋วยเตี๋ยวเรือเนื้อพ่นไฟ - Wuagyu (สาขา 101 True Digital Park),"ห้อง 133-134 ชั้น2, ศูนย์การค้า 101, True Digital Park, เลขที่ 101 ถ. สุขุมวิท แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260, Thailand","ห้อง 133-134 ชั้น2, ศูนย์การค้า 101, True Digital Park, เลขที่ 101 ถ. สุขุมวิท แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260, Thailand",Międzynarodowa,,,4.9,1707,"To miejsce to obowiązkowy punkt dla miłośników hot potu, słynący z doskonałej jakości wołowiny Wagyu o rewelacyjnej marynacie oraz wyrazistych, aromatycznych zup. Goście szczególnie polecają korzystny cenowo bufet (399 THB), w którym warto spróbować także kulek wołowych i gotowanej wołowiny. Restauracja wyróżnia się na tle konkurencji nie tylko wysoką jakością mięsa, ale również wyjątkowo uważną i profesjonalną obsługą.",Pon: 11:00 AM – 9:00 PM | Wt: 11:00 AM – 9:00 PM | Śr: 11:00 AM – 9:00 PM | Czw: 11:00 AM – 9:00 PM | Pt: 11:00 AM – 9:00 PM | Sob: 11:00 AM – 9:00 PM | Ndz: 11:00 AM – 9:00 PM,10.8,0.9,https://www.google.com/maps/search/?api=1&query=%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87+133-134+%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%992%2C+%E0%B8%A8%E0%B8%B9%E0%B8%99%E0%B8%A2%E0%B9%8C%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B9%89%E0%B8%B2+101%2C+True+Digital+Park%2C+%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88+101+%E0%B8%96.+%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97+%E0%B9%81%E0%B8%82%E0%B8%A7%E0%B8%87%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%88%E0%B8%B2%E0%B8%81+%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%82%E0%B8%82%E0%B8%99%E0%B8%87+%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3+10260%2C+Thailand&query_place_id=ChIJg_iOqM2h4jAREBIHQ0KtVUo
"Burbrit Craft Beer @Sukhumvit 22, Bangkok","Unit 6, Ground Floor, 1 Sukhumvit Soi 22, Khwaeng Khlong Tan Nuea, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand","Unit 6, Ground Floor, 1 Sukhumvit Soi 22, Khwaeng Khlong Tan Nuea, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",Międzynarodowa,Sukhumvit,,4.8,1703,"Burbrit Craft Beer to tętniące życiem miejsce idealne dla miłośników autorskich trunków, w którym warto spróbować Double Black Stout o smaku kawy lub łagodniejszego Kinky Love. Lokal wyróżnia się muzyką na żywo, transmisjami meczów oraz smacznymi przekąskami, takimi jak frytki z parmezanem i chrupiące sajgonki. Goście doceniają też przyjazną atmosferę i taras zewnętrzny, który pozwala poczuć energię nocnego Bangkoku przy szklance świeżego, zimnego piwa.",Pon: 12:00 PM – 4:00 AM | Wt: 12:00 PM – 4:00 AM | Śr: 12:00 PM – 4:00 AM | Czw: 12:00 PM – 4:00 AM | Pt: 12:00 PM – 4:00 AM | Sob: 12:00 PM – 12:00 AM | Ndz: 12:00 PM – 4:00 AM,3.2,7.0,https://www.google.com/maps/search/?api=1&query=Unit+6%2C+Ground+Floor%2C+1+Sukhumvit+Soi+22%2C+Khwaeng+Khlong+Tan+Nuea%2C+Khet+Khlong+Toei%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJ3ZtDykqf4jARSheuti1PqGs
Bella Napoli,"3 3 Sukhumvit 31, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand","3 3 Sukhumvit 31, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",Międzynarodowa,Sukhumvit,$$$,4.4,1686,"Bella Napoli to autentyczna włoska restauracja o przytulnym klimacie retro, która wyróżnia się wyjątkowo szybką obsługą i serem tartym bezpośrednio przy stoliku klienta. Warto zamówić unikalne spaghetti serwowane w glinianym naczyniu pod cienkim ciastem, idealnie przyrządzone risotto z owocami morza lub dużą, chrupiącą pizzę. Goście doceniają to miejsce za świeże carpaccio oraz przystępne ceny, które idą w parze z domowym winem i rodzinną atmosferą.",Pon: 11:30 AM – 11:00 PM | Wt: 11:30 AM – 11:00 PM | Śr: 11:30 AM – 11:00 PM | Czw: 11:30 AM – 11:00 PM | Pt: 11:30 AM – 11:00 PM | Sob: 11:30 AM – 11:00 PM | Ndz: 11:30 AM – 11:00 PM,3.1,7.0,https://www.google.com/maps/search/?api=1&query=3+3+Sukhumvit+31%2C+Khwaeng+Khlong+Toei+Nuea%2C+Watthana%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJiQw_nv2e4jARK1X3HZMqPM8
Hemingway,"19 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand","19 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",Międzynarodowa,Sukhumvit,$$$,4.3,1668,"Hemingway to wyjątkowe miejsce z muzyką na żywo i świetnym ogródkiem, które zachwyca gości pysznym jedzeniem oraz dużymi porcjami. Warto zamówić przede wszystkim tostadas z krewetkami, uznawane za specjalność lokalu wartą każdej minuty oczekiwania. Restauracja wyróżnia się relaksującą atmosferą i występami zespołów grających znane hity, co czyni ją idealnym punktem na wieczorne wyjście.",Pon: 11:00 AM – 2:00 AM | Wt: 11:00 AM – 2:00 AM | Śr: 11:00 AM – 2:00 AM | Czw: 11:00 AM – 2:00 AM | Pt: 11:00 AM – 2:00 AM | Sob: 11:00 AM – 2:00 AM | Ndz: 11:00 AM – 2:00 AM,3.0,8.5,https://www.google.com/maps/search/?api=1&query=19+Soi+Sukhumvit+11%2C+Khwaeng+Khlong+Toei+Nuea%2C+Watthana%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJg21A2cqf4jARLYfjfmm9SAc
Little Spicy Restaurant (Halal),"171 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand","171 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",Międzynarodowa,Sukhumvit,$$$,4.5,1607,"Little Spicy Restaurant to ceniony lokal halal w Bangkoku, słynący z autentycznej kuchni bengalskiej i indyjskiej oraz niezwykle gościnnej, profesjonalnej obsługi. Warto zamówić tu tradycyjne specjały, takie jak Beef Kala Vuna, curry Ilish czy pyszne zestawy śniadaniowe z parathą i chana daal, które zachwycają bogactwem przypraw i świeżością. Miejsce wyróżnia się nienaganną czystością oraz wyjątkową troską właściciela o gości, co według recenzentów czyni tę restaurację jedną z najlepszych tego typu na świecie.",Pon: 8:00 AM – 4:00 AM | Wt: 8:00 AM – 4:00 AM | Śr: 8:00 AM – 4:00 AM | Czw: 8:00 AM – 4:00 AM | Pt: 8:00 AM – 4:00 AM | Sob: 8:00 AM – 4:00 AM | Ndz: 8:00 AM – 4:00 AM,3.2,8.4,https://www.google.com/maps/search/?api=1&query=171+Soi+Sukhumvit+11%2C+Khwaeng+Khlong+Toei+Nuea%2C+Watthana%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJF6qNZeOe4jAR41Vm65hhlwU
SFX Cinema Central Rama 9,"Thailand, Bangkok, Huai Khwang, Bangkok, Ratchadaphisek Rd, 7th","Thailand, Bangkok, Huai Khwang, Bangkok, Ratchadaphisek Rd, 7th",Międzynarodowa,Huai Khwang,,4.4,1601,"SFX Cinema Central Rama 9 oferuje różnorodne opcje biletowe, w tym luksusową strefę First Class oraz Zigma Cinestadium z bardzo dobrym popcornem i szerokim wyborem napojów. Miejsce wyróżnia się komfortowymi warunkami idealnymi dla par, jednak warto przygotować się na blisko 20-minutowy blok reklam przed samym seansem. Choć kino zachwyca majestatycznym wyglądem, opinie o jakości serwowanych w pakiecie premium posiłków są podzielone, dlatego część gości sugeruje wybór standardowych biletów.",Pon: 10:00 AM – 10:00 PM | Wt: 10:00 AM – 10:00 PM | Śr: 10:00 AM – 10:00 PM | Czw: 10:00 AM – 10:00 PM | Pt: 10:00 AM – 10:00 PM | Sob: 10:00 AM – 10:00 PM | Ndz: 10:00 AM – 10:00 PM,0.6,10.1,https://www.google.com/maps/search/?api=1&query=Thailand%2C+Bangkok%2C+Huai+Khwang%2C+Bangkok%2C+Ratchadaphisek+Rd%2C+7th&query_place_id=ChIJU0O--wOf4jAR6i4_S76uQjc
Scruffy Murphy's Irish Pub,"10/1 Soi Sukhumvit 23, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand","10/1 Soi Sukhumvit 23, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",Międzynarodowa,Sukhumvit,$$$,4.3,1540,"Ten autentyczny irlandzki pub słynie z doskonałych dań, takich jak sycący Sunday Roast z Yorkshire puddingiem, bangers and mash czy soczyste burgery Angus. Miejsce wyróżnia się tradycyjnym klimatem z muzyką na żywo i transmisjami sportowymi, stanowiąc idealną ucieczkę od miejskiego zgiełku. Goście doceniają duże porcje, korzystne oferty happy hour oraz codzienne promocje cenowe.",Pon: 11:30 AM – 12:00 AM | Wt: 11:30 AM – 12:00 AM | Śr: 11:30 AM – 12:00 AM | Czw: 11:30 AM – 12:00 AM | Pt: 11:30 AM – 12:00 AM | Sob: 9:00 AM – 12:00 AM | Ndz: 9:00 AM – 12:00 AM,2.6,7.6,https://www.google.com/maps/search/?api=1&query=10%2F1+Soi+Sukhumvit+23%2C+Khwaeng+Khlong+Toei+Nuea%2C+Watthana%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJaaKONuOe4jAROl3tDxODS6Q
PIZZERIA LIMONCELLO,"17 Soi Sukhumvit 11, Klongtoey-Nua Watthana, Krung Thep Maha Nakhon 10110, Thailand","17 Soi Sukhumvit 11, Klongtoey-Nua Watthana, Krung Thep Maha Nakhon 10110, Thailand",Międzynarodowa,Sukhumvit,$$$$,4.3,1505,"Pizzeria Limoncello to kultowe miejsce w Bangkoku, słynące z wyśmienitej pizzy na cienkim i chrupiącym cieście z tradycyjnego pieca oraz znakomitej zupy lobster bisque i tiramisu. Restauracja wyróżnia się wyjątkowo serdeczną, profesjonalną obsługą oraz dużymi porcjami dań, które są uznawane przez gości za jedne z najlepszych potraw włoskich w Tajlandii. Miłośnicy ostrych smaków powinni koniecznie spróbować tutejszej pizzy Diavola, ciesząc się przy tym swobodną i przyjazną atmosferą lokalu.","Pon: 11:00 AM – 2:00 PM, 5:00 – 10:30 PM | Wt: 11:00 AM – 2:00 PM, 5:00 – 10:30 PM | Śr: 11:00 AM – 2:00 PM, 5:00 – 10:30 PM | Czw: 11:00 AM – 2:00 PM, 5:00 – 10:30 PM | Pt: 11:00 AM – 2:00 PM, 5:00 – 10:30 PM | Sob: 11:00 AM – 3:00 PM, 5:00 – 10:30 PM | Ndz: 11:00 AM – 3:00 PM, 5:00 – 10:30 PM",3.1,8.6,https://www.google.com/maps/search/?api=1&query=17+Soi+Sukhumvit+11%2C+Klongtoey-Nua+Watthana%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJGxT-Q-ae4jAR77IayXkB9YA
โค ลิมิเต็ด เอ็มสเฟียร์ - CO LIMITED emSphere,"628 ห้อง GM05 Sukhumvit Rd, Khwaeng Khlong Tan, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand","628 ห้อง GM05 Sukhumvit Rd, Khwaeng Khlong Tan, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",Międzynarodowa,Sukhumvit,,4.7,1466,"CO LIMITED to stylowe miejsce o przytulnej atmosferze, które wyróżnia się autentyczną kuchnią tajską oraz profesjonalną i szybką obsługą. Warto zamówić tu przede wszystkim pieczone krewetki rzeczne z makaronem szklanym, okonia morskiego w sosie chili oraz ryż smażony z krabem lub czosnkiem i polędwicą wieprzową. Choć restauracja należy do droższych, goście chwalą ją za bogate menu z wyraźnymi oznaczeniami dań oraz świetnie zbalansowane smaki, m.in. pikantnej sałatki z papai z grillowanym kurczakiem.",Pon: 11:00 AM – 10:00 PM | Wt: 11:00 AM – 10:00 PM | Śr: 11:00 AM – 10:00 PM | Czw: 11:00 AM – 10:00 PM | Pt: 11:00 AM – 10:00 PM | Sob: 11:00 AM – 10:00 PM | Ndz: 11:00 AM – 10:00 PM,3.4,6.8,https://www.google.com/maps/search/?api=1&query=628+%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87+GM05+Sukhumvit+Rd%2C+Khwaeng+Khlong+Tan%2C+Khet+Khlong+Toei%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJ0b416lCf4jARd7O0x9wjoC4
